Iteration	Time	Timesteps	MeanReturn	BestMeanReturn	Episodes	Exploration
70000	5.65370751619339	70999	-10.452736156441647	-10.452736156441647	197	0.02
71000	5.7226123491923016	71999	-6.523325214504272	-6.523325214504272	199	0.02
72000	5.789637545744578	72999	-5.400836514311563	-5.400836514311563	201	0.02
73000	5.860639743010203	73999	0.2990371004686932	0.2990371004686932	203	0.02
74000	5.92835248708725	74999	6.218445490327687	6.218445490327687	206	0.02
75000	5.993509324391683	75999	10.54525035826464	10.54525035826464	210	0.02
76000	6.062224380175272	76999	6.075014115392755	10.54525035826464	212	0.02
77000	6.135908476511637	77999	8.493159000281564	10.54525035826464	214	0.02
78000	6.215269672870636	78999	7.489902467728796	10.54525035826464	216	0.02
79000	6.278942096233368	79999	7.565981531932953	10.54525035826464	218	0.02
80000	6.356473620732626	80999	6.738393975790638	10.54525035826464	219	0.02
81000	6.822943524519602	81999	5.843202991715552	10.54525035826464	221	0.02
82000	6.892077473799388	82999	8.20975733932131	10.54525035826464	222	0.02
83000	6.967435189088186	83999	13.74433964156881	13.74433964156881	225	0.02
84000	7.028576417764028	84999	20.696203392472295	20.696203392472295	227	0.02
85000	7.099060448010762	85999	21.171315684452242	21.171315684452242	229	0.02
86000	7.162200264135996	86999	23.347315206540884	23.347315206540884	232	0.02
87000	7.2277061184247335	87999	26.37971047569425	26.37971047569425	235	0.02
88000	7.2972506006558735	88999	34.40569446236384	34.40569446236384	237	0.02
89000	7.363739816347758	89999	40.936088311998695	40.936088311998695	240	0.02
90000	7.433907433350881	90999	44.42645763429547	44.42645763429547	242	0.02
91000	7.50101303656896	91999	51.67774378588245	51.67774378588245	245	0.02
92000	7.564380363623301	92999	54.10942627039517	54.10942627039517	247	0.02
93000	7.631072970231374	93999	62.441221610495134	62.441221610495134	250	0.02
94000	7.697015154361725	94999	66.0072683171354	66.0072683171354	254	0.02
95000	7.765924421946208	95999	72.14427901467178	72.14427901467178	256	0.02
96000	7.835220158100128	96999	73.15542206650908	73.15542206650908	258	0.02
97000	7.906026256084442	97999	77.07530691555114	77.07530691555114	260	0.02
98000	7.9719977100690205	98999	84.6496422216771	84.6496422216771	263	0.02
99000	8.04121727546056	99999	86.62475149465283	86.62475149465283	264	0.02
100000	8.104916179180146	100999	89.16581380855752	89.16581380855752	266	0.02
101000	8.375065875053405	101999	89.67995321764958	89.67995321764958	269	0.02
102000	8.443902508417766	102999	94.10872841134778	94.10872841134778	271	0.02
103000	8.515994262695312	103999	94.74105524443992	94.74105524443992	273	0.02
104000	8.58402766386668	104999	94.82689729439693	94.82689729439693	274	0.02
105000	8.652245076497396	105999	99.87043770352025	99.87043770352025	276	0.02
106000	8.716994893550872	106999	99.5828368821939	99.87043770352025	279	0.02
107000	8.788408613204956	107999	102.60296834647632	102.60296834647632	280	0.02
108000	8.865919164816539	108999	104.1798181885654	104.1798181885654	281	0.02
109000	8.926896361509959	109999	103.61440426609343	104.1798181885654	284	0.02
110000	8.99451711177826	110999	102.97073866866285	104.1798181885654	286	0.02
111000	9.059997888406118	111999	102.35620502219275	104.1798181885654	287	0.02
112000	9.129636752605439	112999	105.29625418368731	105.29625418368731	289	0.02
113000	9.197623252868652	113999	104.49382608683052	105.29625418368731	290	0.02
114000	9.263896373907725	114999	106.19539053715631	106.19539053715631	292	0.02
115000	9.334852472941082	115999	105.9558042271745	106.19539053715631	294	0.02
116000	9.397036298116047	116999	104.65324059043621	106.19539053715631	297	0.02
117000	9.461959421634674	117999	107.67772017538294	107.67772017538294	299	0.02
118000	9.527401407559713	118999	111.09947546824533	111.09947546824533	302	0.02
119000	9.592958283424377	119999	108.93462881593967	111.09947546824533	305	0.02
120000	9.656463929017384	120999	114.19730059640318	114.19730059640318	309	0.02
121000	9.88114542166392	121999	120.86869962720742	120.86869962720742	312	0.02
122000	9.945102953910828	122999	128.77000534835253	128.77000534835253	315	0.02
123000	10.011476675669352	123999	129.6865193060585	129.6865193060585	318	0.02
124000	10.078856142361959	124999	136.9662325261726	136.9662325261726	321	0.02
125000	10.144265345732371	125999	138.81190657720333	138.81190657720333	324	0.02
126000	10.206011668841045	126999	136.99327480045403	138.81190657720333	327	0.02
127000	10.265160151322682	127999	144.93386020769273	144.93386020769273	331	0.02
128000	10.333973169326782	128999	145.60670009954103	145.60670009954103	333	0.02
129000	10.401632801691692	129999	148.34988337787584	148.34988337787584	335	0.02
130000	10.463623285293579	130999	153.24060366721136	153.24060366721136	338	0.02
131000	10.527425003051757	131999	155.66858126796438	155.66858126796438	341	0.02
132000	10.588202619552613	132999	159.31749367100812	159.31749367100812	345	0.02
133000	10.65308611392975	133999	163.23221140745488	163.23221140745488	347	0.02
134000	10.714679237206777	134999	157.55277414601332	163.23221140745488	349	0.02
135000	10.782584722836813	135999	159.3326855286829	163.23221140745488	351	0.02
136000	10.844664084911347	136999	167.06933349651624	167.06933349651624	354	0.02
137000	10.90486832857132	137999	171.72149639913437	171.72149639913437	358	0.02
138000	10.974627610047659	138999	172.41110908201284	172.41110908201284	359	0.02
139000	11.045289560159047	139999	171.49076199834442	172.41110908201284	361	0.02
140000	11.105113287766775	140999	173.94514652411112	173.94514652411112	366	0.02
141000	11.37885328133901	141999	171.58750729482784	173.94514652411112	369	0.02
142000	11.444816716512044	142999	174.36304300762603	174.36304300762603	372	0.02
143000	11.5088591893514	143999	177.47991623723053	177.47991623723053	373	0.02
144000	11.578244964281717	144999	178.99700456159246	178.99700456159246	375	0.02
145000	11.645052560170491	145999	179.45972114992495	179.45972114992495	377	0.02
146000	11.710006713867188	146999	182.5705484549086	182.5705484549086	380	0.02
147000	11.773458222548166	147999	188.28993796907125	188.28993796907125	383	0.02
148000	11.839473064740499	148999	189.35037940215966	189.35037940215966	386	0.02
149000	11.90774465004603	149999	190.30626315902447	190.30626315902447	388	0.02
150000	11.974306925137837	150999	189.37954375995068	190.30626315902447	392	0.02
151000	12.035963022708893	151999	192.8109425739607	192.8109425739607	395	0.02
152000	12.10328243970871	152999	192.43426547311472	192.8109425739607	397	0.02
153000	12.164325523376466	153999	190.1009598232517	192.8109425739607	401	0.02
154000	12.226020141442616	154999	193.9821669373892	193.9821669373892	403	0.02
155000	12.28745170434316	155999	196.02942112349814	196.02942112349814	408	0.02
156000	12.351346270243328	156999	202.55751902601355	202.55751902601355	411	0.02
157000	12.415772747993469	157999	205.3325894683918	205.3325894683918	413	0.02
158000	12.483138422171274	158999	205.19596279263064	205.3325894683918	416	0.02
159000	12.544581071535747	159999	210.53633579598582	210.53633579598582	420	0.02
160000	12.607485723495483	160999	210.35669504789598	210.53633579598582	424	0.02
161000	12.77317606608073	161999	210.07236706776962	210.53633579598582	427	0.02
162000	12.836522618929544	162999	210.4125087670808	210.53633579598582	429	0.02
163000	12.89931018749873	163999	210.98193733279746	210.98193733279746	433	0.02
164000	12.958697565396626	164999	207.71484291995594	210.98193733279746	438	0.02
165000	13.021331453323365	165999	206.65413789177694	210.98193733279746	441	0.02
166000	13.083228087425232	166999	204.9918081022836	210.98193733279746	445	0.02
167000	13.146503404776256	167999	207.35801856443672	210.98193733279746	449	0.02
168000	13.209393958250681	168999	208.51786506102627	210.98193733279746	453	0.02
169000	13.273598496119181	169999	206.3777705732748	210.98193733279746	456	0.02
170000	13.33752160469691	170999	208.40936814621415	210.98193733279746	460	0.02
171000	13.398848223686219	171999	206.21210307029517	210.98193733279746	464	0.02
172000	13.45825699965159	172999	208.76573058174745	210.98193733279746	468	0.02
173000	13.519414496421813	173999	209.70940231210912	210.98193733279746	472	0.02
174000	13.5830584247907	174999	205.81634531846893	210.98193733279746	477	0.02
175000	13.64662898381551	175999	206.89562912752876	210.98193733279746	480	0.02
176000	13.710729547341664	176999	205.3766274779079	210.98193733279746	483	0.02
177000	13.770329054196676	177999	206.0397185635065	210.98193733279746	488	0.02
178000	13.82752694686254	178999	208.2934401626977	210.98193733279746	493	0.02
179000	13.889227743943533	179999	207.2014354800211	210.98193733279746	497	0.02
180000	13.954177904129029	180999	207.54190473360725	210.98193733279746	499	0.02
181000	14.136769811312357	181999	207.21173179252773	210.98193733279746	503	0.02
182000	14.197697007656098	182999	210.3109306328791	210.98193733279746	506	0.02
183000	14.264696117242178	183999	212.580675189912	212.580675189912	508	0.02
184000	14.323384884993235	184999	210.73631427146677	212.580675189912	512	0.02
185000	14.383430687586467	185999	213.8406210535978	213.8406210535978	516	0.02
186000	14.443339033921559	186999	216.1615346868487	216.1615346868487	520	0.02
187000	14.503248703479766	187999	215.34367800411695	216.1615346868487	526	0.02
188000	14.564581922690074	188999	218.46927633746134	218.46927633746134	531	0.02
189000	14.623831629753113	189999	213.2220244061731	218.46927633746134	535	0.02
190000	14.683747335275013	190999	215.3816117776048	218.46927633746134	540	0.02
191000	14.743619541327158	191999	219.20416678080153	219.20416678080153	544	0.02
192000	14.804519168535869	192999	219.2482552634191	219.2482552634191	549	0.02
193000	14.86472579240799	193999	217.35217197219498	219.2482552634191	554	0.02
194000	14.924359023571014	194999	212.30513671558637	219.2482552634191	559	0.02
195000	14.989558446407319	195999	210.05434113673022	219.2482552634191	563	0.02
196000	15.047198375066122	196999	203.18840466645895	219.2482552634191	568	0.02
197000	15.107321512699126	197999	205.39282829130033	219.2482552634191	572	0.02
198000	15.168679396311441	198999	208.02382187853203	219.2482552634191	575	0.02
199000	15.228149517377217	199999	210.1127643063269	219.2482552634191	580	0.02
200000	15.290033582846323	200999	207.89442546971378	219.2482552634191	586	0.02
201000	15.483512123425802	201999	207.6109831192658	219.2482552634191	591	0.02
202000	15.541052301724752	202999	207.95739940089044	219.2482552634191	596	0.02
203000	15.601013565063477	203999	207.97895178905466	219.2482552634191	601	0.02
204000	15.664196530977884	204999	205.19290434567213	219.2482552634191	606	0.02
205000	15.723823650677998	205999	207.23075361192616	219.2482552634191	611	0.02
206000	15.786801274617513	206999	207.4429206569453	219.2482552634191	616	0.02
207000	15.849331053098043	207999	206.36244564091558	219.2482552634191	621	0.02
208000	15.90972109635671	208999	210.35154244655246	219.2482552634191	626	0.02
209000	15.97183338801066	209999	211.15367391791403	219.2482552634191	631	0.02
210000	16.03144380648931	210999	210.64327289693495	219.2482552634191	636	0.02
211000	16.1042205174764	211999	209.68869929015366	219.2482552634191	638	0.02
212000	16.16513268152873	212999	204.0109509197242	219.2482552634191	642	0.02
213000	16.22309989929199	213999	202.32166272365626	219.2482552634191	648	0.02
214000	16.2981872121493	214999	203.46687917869778	219.2482552634191	649	0.02
215000	16.359919508298237	215999	205.04126662499206	219.2482552634191	654	0.02
216000	16.421936360994973	216999	210.42127551630173	219.2482552634191	658	0.02
217000	16.484745637575784	217999	212.91308738942578	219.2482552634191	664	0.02
218000	16.54494825998942	218999	217.48862464902504	219.2482552634191	669	0.02
219000	16.60417465766271	219999	213.05137046738358	219.2482552634191	673	0.02
220000	16.663964986801147	220999	211.67838176550865	219.2482552634191	678	0.02
221000	16.85371768474579	221999	212.08474133377152	219.2482552634191	682	0.02
222000	16.914653392632804	222999	212.66756623075088	219.2482552634191	688	0.02
223000	16.974316855271656	223999	213.45787849075464	219.2482552634191	695	0.02
224000	17.031789700190227	224999	205.61378620720387	219.2482552634191	701	0.02
225000	17.093168783187867	225999	210.03181178145368	219.2482552634191	705	0.02
226000	17.155021794637044	226999	201.38761427155555	219.2482552634191	711	0.02
227000	17.212358844280242	227999	197.47457976442422	219.2482552634191	717	0.02
228000	17.27547533114751	228999	195.32625878536936	219.2482552634191	722	0.02
229000	17.34118064244588	229999	196.3536408892063	219.2482552634191	725	0.02
230000	17.400635413328807	230999	188.76399868239733	219.2482552634191	730	0.02
231000	17.464682042598724	231999	191.12010778719298	219.2482552634191	735	0.02
232000	17.52534601291021	232999	189.24847637705156	219.2482552634191	740	0.02
233000	17.585459915796914	233999	195.60976778272263	219.2482552634191	745	0.02
234000	17.64681462844213	234999	195.1967280417744	219.2482552634191	750	0.02
235000	17.709191826979318	235999	192.55824097107183	219.2482552634191	756	0.02
236000	17.773322820663452	236999	185.03797919129644	219.2482552634191	760	0.02
237000	17.83099792400996	237999	180.07162145320635	219.2482552634191	766	0.02
238000	17.890556363264718	238999	173.1740796490073	219.2482552634191	772	0.02
239000	17.951742796103158	239999	170.68653617045567	219.2482552634191	777	0.02
240000	18.01350611448288	240999	160.90154671130824	219.2482552634191	784	0.02
241000	18.20301148494085	241999	151.67857457458035	219.2482552634191	791	0.02
242000	18.264188237984975	242999	152.58408405184497	219.2482552634191	797	0.02
243000	18.324617608388266	243999	147.83743459447385	219.2482552634191	803	0.02
244000	18.382840478420256	244999	147.58720771322612	219.2482552634191	809	0.02
245000	18.440374290943147	245999	146.6333744552336	219.2482552634191	815	0.02
246000	18.50265634059906	246999	146.03246893626724	219.2482552634191	820	0.02
247000	18.559844287236533	247999	138.31038740097733	219.2482552634191	826	0.02
248000	18.6271408756574	248999	140.3280628091175	219.2482552634191	829	0.02
249000	18.687463057041168	249999	136.34050230454054	219.2482552634191	836	0.02
250000	18.750213074684144	250999	129.57007320708095	219.2482552634191	841	0.02
251000	18.807880067825316	251999	127.38582103599981	219.2482552634191	848	0.02
252000	18.8717179497083	252999	126.56316811351053	219.2482552634191	852	0.02
253000	18.93281385501226	253999	127.00295667332375	219.2482552634191	857	0.02
254000	18.99533984263738	254999	131.22202898027	219.2482552634191	861	0.02
255000	19.05252443154653	255999	129.66803975022688	219.2482552634191	866	0.02
256000	19.113636604944865	256999	128.84210749599384	219.2482552634191	871	0.02
257000	19.174158322811127	257999	126.52745518843409	219.2482552634191	877	0.02
258000	19.23501937786738	258999	123.58490990294443	219.2482552634191	885	0.02
259000	19.298137180010478	259999	127.75786749545006	219.2482552634191	888	0.02
260000	19.36038494904836	260999	128.11894020189303	219.2482552634191	892	0.02
261000	19.513040137290954	261999	124.86617474017785	219.2482552634191	897	0.02
262000	19.575327785809836	262999	124.65853342521075	219.2482552634191	904	0.02
263000	19.637086459000905	263999	120.45340031559454	219.2482552634191	909	0.02
264000	19.702700606981914	264999	120.11630406804224	219.2482552634191	912	0.02
265000	19.77646561861038	265999	103.01117691979775	219.2482552634191	918	0.02
266000	19.841333317756654	266999	99.19684514886357	219.2482552634191	922	0.02
267000	19.90306293964386	267999	98.99300635686456	219.2482552634191	926	0.02
268000	19.9665687918663	268999	96.31327586183608	219.2482552634191	932	0.02
269000	20.02781725724538	269999	93.90448770021293	219.2482552634191	936	0.02
270000	20.090969411532082	270999	93.29533289291918	219.2482552634191	940	0.02
271000	20.149316855271657	271999	90.71860785004988	219.2482552634191	946	0.02
272000	20.209071012338004	272999	88.5841515360032	219.2482552634191	949	0.02
273000	20.270356380939482	273999	88.96494853574177	219.2482552634191	954	0.02
274000	20.329019165039064	274999	80.90980256225066	219.2482552634191	961	0.02
275000	20.3923442641894	275999	76.40183675309633	219.2482552634191	969	0.02
276000	20.45625720024109	276999	71.75956363732374	219.2482552634191	976	0.02
277000	20.515961798032126	277999	69.75704042428659	219.2482552634191	984	0.02
278000	20.575383532047272	278999	58.207945455504685	219.2482552634191	992	0.02
279000	20.635027062892913	279999	59.081407921342496	219.2482552634191	999	0.02
280000	20.70332743724187	280999	60.844647390238976	219.2482552634191	1001	0.02
281000	20.868346186478934	281999	51.56248030355791	219.2482552634191	1008	0.02
282000	20.928333071867623	282999	53.7098189368656	219.2482552634191	1016	0.02
283000	20.989953458309174	283999	54.634860238251925	219.2482552634191	1021	0.02
284000	21.05090055068334	284999	55.14897797688419	219.2482552634191	1024	0.02
285000	21.116506524880727	285999	58.59001783525814	219.2482552634191	1027	0.02
286000	21.178117589155832	286999	56.19956514408678	219.2482552634191	1034	0.02
287000	21.241744184494017	287999	57.54565003677024	219.2482552634191	1040	0.02
288000	21.304646654923758	288999	54.88739549373092	219.2482552634191	1046	0.02
289000	21.366799024740853	289999	46.44218263697664	219.2482552634191	1051	0.02
290000	21.427642758687337	290999	42.13849853728855	219.2482552634191	1058	0.02
291000	21.49169780810674	291999	42.10839639642173	219.2482552634191	1061	0.02
292000	21.56195285717646	292999	41.39836499699296	219.2482552634191	1064	0.02
293000	21.62580550511678	293999	43.315359738686354	219.2482552634191	1069	0.02
294000	21.686013102531433	294999	43.084110595206894	219.2482552634191	1076	0.02
295000	21.749127928415934	295999	42.08385307423189	219.2482552634191	1080	0.02
296000	21.8097926179568	296999	42.736896758513346	219.2482552634191	1090	0.02
297000	21.867015099525453	297999	32.69855885031159	219.2482552634191	1100	0.02
298000	21.925466533501943	298999	30.858598799721275	219.2482552634191	1108	0.02
299000	21.986605298519134	299999	30.517089244056965	219.2482552634191	1117	0.02
1000	0.03750033378601074	1999	-163.08467688385136	-inf	20	0.9346993333333333
2000	0.07345028320948283	2999	-147.70929257816024	-inf	31	0.9020326666666667
3000	0.11365350484848022	3999	-145.1706578153793	-inf	41	0.869366
4000	0.15275328159332274	4999	-149.0932891849118	-inf	51	0.8366993333333334
5000	0.19332418441772461	5999	-147.3878926900786	-inf	60	0.8040326666666666
6000	0.23253509203592937	6999	-144.57828384017893	-inf	69	0.771366
7000	0.2737461566925049	7999	-139.72803260982946	-inf	78	0.7386993333333334
8000	0.3152943213780721	8999	-135.52786434654857	-inf	86	0.7060326666666668
9000	0.35492427746454874	9999	-134.68060751360414	-inf	93	0.673366
10000	0.3946333289146423	10999	-128.13900181354077	-inf	99	0.6406993333333333
11000	0.4432662089665731	11999	-127.96625213657855	-127.96625213657855	101	0.6080326666666667
12000	0.4847780545552572	12999	-118.9902783699947	-118.9902783699947	109	0.575366
13000	0.5306878844896953	13999	-117.18145053175344	-117.18145053175344	116	0.5426993333333333
14000	0.5731818874677023	14999	-106.31109119748113	-106.31109119748113	121	0.5100326666666667
15000	0.6305606047312419	15999	-106.57420207098495	-106.31109119748113	123	0.47736600000000007
16000	0.6852632641792298	16999	-105.44379348349143	-105.44379348349143	126	0.44469933333333334
17000	0.7272292971611023	17999	-101.18756611440482	-101.18756611440482	132	0.4120326666666667
18000	0.7854557474454243	18999	-99.19001287772602	-99.19001287772602	133	0.3793660000000001
19000	0.8378017107645671	19999	-95.35653964149007	-95.35653964149007	135	0.34669933333333336
20000	0.899639920393626	20999	-95.15553928606431	-95.15553928606431	136	0.31403266666666674
21000	1.4328331311543783	21999	-93.95947658883462	-93.95947658883462	137	0.281366
22000	1.500351087252299	22999	-94.796827808751	-93.95947658883462	138	0.24869933333333327
23000	1.5631335377693176	23999	-93.83938195729695	-93.83938195729695	139	0.21603266666666665
24000	1.6193282802899678	24999	-90.98014245863148	-90.98014245863148	141	0.18336600000000003
25000	1.6866489768028259	25999	-89.76631806274884	-89.76631806274884	142	0.1506993333333333
26000	1.7606887340545654	26999	-87.66740069924357	-87.66740069924357	143	0.11803266666666667
27000	1.8356652537981668	27999	-88.25073872043437	-87.66740069924357	144	0.08536600000000005
28000	1.9002734700838724	28999	-86.81181784664068	-86.81181784664068	145	0.05269933333333332
29000	1.9658088366190591	29999	-88.2103951212146	-86.81181784664068	146	0.0200326666666667
30000	2.0250401298205056	30999	-87.94384180524628	-86.81181784664068	147	0.02
31000	2.097950005531311	31999	-86.6315468197073	-86.6315468197073	148	0.02
32000	2.165519285202026	32999	-84.44453240194187	-84.44453240194187	149	0.02
33000	2.229988439877828	33999	-84.9404963343898	-84.44453240194187	150	0.02
34000	2.297908302148183	34999	-83.93870300839757	-83.93870300839757	151	0.02
35000	2.3681915124257404	35999	-83.1662897723045	-83.1662897723045	152	0.02
36000	2.431380887826284	36999	-82.23781738226033	-82.23781738226033	153	0.02
37000	2.4965879917144775	37999	-82.11916324435236	-82.11916324435236	154	0.02
38000	2.5647801597913107	38999	-81.40112870775431	-81.40112870775431	155	0.02
39000	2.6329249262809755	39999	-80.02004944838274	-80.02004944838274	156	0.02
40000	2.7012671709060667	40999	-79.92638078435421	-79.92638078435421	157	0.02
41000	3.231812071800232	41999	-77.52290416770217	-77.52290416770217	159	0.02
42000	3.3133637865384418	42999	-76.74400654167088	-76.74400654167088	160	0.02
43000	3.389322086175283	43999	-75.82049592783909	-75.82049592783909	161	0.02
44000	3.458120091756185	44999	-75.8164556447438	-75.8164556447438	162	0.02
45000	3.5294978499412535	45999	-75.68907815459346	-75.68907815459346	163	0.02
46000	3.6033657709757487	46999	-74.63818702241933	-74.63818702241933	164	0.02
47000	3.685028111934662	47999	-74.6711081267611	-74.63818702241933	165	0.02
48000	3.749887589613597	48999	-70.25270612890321	-70.25270612890321	167	0.02
49000	3.8141649683316547	49999	-70.53355008618651	-70.25270612890321	169	0.02
50000	3.8875696619351703	50999	-70.751894407477	-70.25270612890321	172	0.02
51000	3.9581790208816527	51999	-70.20265815551737	-70.20265815551737	173	0.02
52000	4.028998172283172	52999	-72.59701420521067	-70.20265815551737	175	0.02
53000	4.10679239432017	53999	-74.33400421117985	-70.20265815551737	177	0.02
54000	4.16885660092036	54999	-74.5157779508171	-70.20265815551737	180	0.02
55000	4.234670074780782	55999	-75.84037995050015	-70.20265815551737	182	0.02
56000	4.309518829981486	56999	-78.75479287330799	-70.20265815551737	184	0.02
57000	4.382151114940643	57999	-80.50729224061908	-70.20265815551737	185	0.02
58000	4.4480013966560366	58999	-76.81551967869542	-70.20265815551737	187	0.02
59000	4.516769270102183	59999	-74.61183289374414	-70.20265815551737	188	0.02
60000	4.585377152760824	60999	-73.21772703301514	-70.20265815551737	191	0.02
61000	4.854800550142924	61999	-67.59384103615376	-67.59384103615376	193	0.02
62000	4.921602574984233	62999	-72.44299318340764	-67.59384103615376	196	0.02
63000	4.980576705932617	63999	-74.80025762414776	-67.59384103615376	199	0.02
64000	5.048258376121521	64999	-76.45749028225094	-67.59384103615376	201	0.02
65000	5.128829737504323	65999	-79.64194904098649	-67.59384103615376	203	0.02
66000	5.19584698677063	66999	-77.52263634891621	-67.59384103615376	204	0.02
67000	5.276013493537903	67999	-77.88304082093782	-67.59384103615376	206	0.02
68000	5.346938244501749	68999	-73.90207543334255	-67.59384103615376	207	0.02
69000	5.417831428845724	69999	-76.02945883574154	-67.59384103615376	209	0.02
70000	5.481885401407878	70999	-71.47037598144988	-67.59384103615376	212	0.02
71000	5.552597427368164	71999	-72.39583271136166	-67.59384103615376	214	0.02
72000	5.622677044073741	72999	-68.59794868817673	-67.59384103615376	216	0.02
73000	5.685666024684906	73999	-69.71888727637341	-67.59384103615376	219	0.02
74000	5.743735106786092	74999	-63.046199848362	-63.046199848362	222	0.02
75000	5.807723808288574	75999	-58.245574829107454	-58.245574829107454	224	0.02
76000	5.871890385945638	76999	-55.042481933269215	-55.042481933269215	227	0.02
77000	5.933253880341848	77999	-54.38516866100138	-54.38516866100138	230	0.02
78000	5.997103293736775	78999	-53.777284729651775	-53.777284729651775	232	0.02
79000	6.059274832407634	79999	-50.2966567518117	-50.2966567518117	234	0.02
80000	6.122711551189423	80999	-52.392911015575685	-50.2966567518117	236	0.02
81000	6.388699162006378	81999	-44.184787014758655	-44.184787014758655	239	0.02
82000	6.4500961899757385	82999	-39.5550827143105	-39.5550827143105	241	0.02
83000	6.515414992968242	83999	-40.440929627147064	-39.5550827143105	243	0.02
84000	6.57951310078303	84999	-33.14088181926455	-33.14088181926455	248	0.02
85000	6.641860318183899	85999	-34.664286871081515	-33.14088181926455	251	0.02
86000	6.703734676043193	86999	-32.467873526420085	-32.467873526420085	253	0.02
87000	6.762649607658386	87999	-30.62450331780913	-30.62450331780913	258	0.02
88000	6.824061592419942	88999	-24.927003129230087	-24.927003129230087	261	0.02
89000	6.884728133678436	89999	-26.73504870192426	-24.927003129230087	264	0.02
90000	6.952629025777181	90999	-23.92008577076086	-23.92008577076086	265	0.02
91000	7.012343176205953	91999	-16.177254138724525	-16.177254138724525	268	0.02
92000	7.079606278737386	92999	-10.89905669519428	-10.89905669519428	270	0.02
93000	7.146325437227885	93999	-7.244785969208864	-7.244785969208864	273	0.02
94000	7.214361802736918	94999	-6.908160662577347	-6.908160662577347	275	0.02
95000	7.273514819145203	95999	6.150885005856769	6.150885005856769	279	0.02
96000	7.3393717010815935	96999	14.205126085775682	14.205126085775682	281	0.02
97000	7.405252222220103	97999	19.421178937027356	19.421178937027356	283	0.02
98000	7.473442256450653	98999	24.456014262103892	24.456014262103892	285	0.02
99000	7.540794785817464	99999	25.91596487750861	25.91596487750861	287	0.02
100000	7.61395362218221	100999	24.000384515967397	25.91596487750861	289	0.02
101000	7.954967061678569	101999	31.074709564067035	31.074709564067035	292	0.02
102000	8.023710858821868	102999	30.306769820742524	31.074709564067035	295	0.02
103000	8.09017118215561	103999	34.15417626068378	34.15417626068378	297	0.02
104000	8.154435884952544	104999	38.89223253218507	38.89223253218507	300	0.02
105000	8.218199904759725	105999	43.048541172018325	43.048541172018325	302	0.02
106000	8.278786933422088	106999	52.26553375150115	52.26553375150115	306	0.02
107000	8.34073576927185	107999	58.278008925077145	58.278008925077145	310	0.02
108000	8.413501767317454	108999	58.181091832006274	58.278008925077145	311	0.02
109000	8.479405709107716	109999	63.005713552414434	63.005713552414434	314	0.02
110000	8.555939881006877	110999	58.093268054589764	63.005713552414434	316	0.02
111000	8.639770217736562	111999	61.18347590562138	63.005713552414434	317	0.02
112000	8.713058686256408	112999	61.827816982181965	63.005713552414434	320	0.02
113000	8.793887237707773	113999	54.8630898530551	63.005713552414434	324	0.02
114000	8.852516039212544	114999	62.72380136370304	63.005713552414434	327	0.02
115000	8.912832578023275	115999	69.77042940889758	69.77042940889758	331	0.02
116000	8.980513298511505	116999	73.3709458089687	73.3709458089687	332	0.02
117000	9.043726801872253	117999	75.6755491681753	75.6755491681753	335	0.02
118000	9.109793146451315	118999	77.3421684191911	77.3421684191911	338	0.02
119000	9.189217193921406	119999	76.95570727772196	77.3421684191911	339	0.02
120000	9.252906707922618	120999	82.38274702348515	82.38274702348515	343	0.02
121000	9.430931520462035	121999	83.99022347758357	83.99022347758357	345	0.02
122000	9.490219672520956	122999	91.04936945390456	91.04936945390456	351	0.02
123000	9.552642520268758	123999	93.55960200349091	93.55960200349091	356	0.02
124000	9.615470683574676	124999	100.48273297434578	100.48273297434578	358	0.02
125000	9.684737805525462	125999	100.81689081329453	100.81689081329453	360	0.02
126000	9.755106512705485	126999	101.86492145363061	101.86492145363061	361	0.02
127000	9.816057399908702	127999	108.15815893048301	108.15815893048301	366	0.02
128000	9.877538243929544	128999	105.23650375421664	108.15815893048301	371	0.02
129000	9.941466192404429	129999	114.13415166783487	114.13415166783487	375	0.02
130000	10.002713517347972	130999	115.12501063757776	115.12501063757776	378	0.02
131000	10.071130057175955	131999	114.85279545370702	115.12501063757776	380	0.02
132000	10.135198577245076	132999	118.69288755002235	118.69288755002235	383	0.02
133000	10.20614913702011	133999	122.04146065022468	122.04146065022468	385	0.02
134000	10.269187211990356	134999	128.699171150354	128.699171150354	388	0.02
135000	10.334693785508474	135999	130.00616503162482	130.00616503162482	392	0.02
136000	10.396362324555716	136999	133.8914351471589	133.8914351471589	393	0.02
137000	10.460729773839315	137999	137.773125272373	137.773125272373	396	0.02
138000	10.52422016064326	138999	141.11356052157575	141.11356052157575	401	0.02
139000	10.587363461653391	139999	145.20608656655332	145.20608656655332	404	0.02
140000	10.660275502999623	140999	144.06295959624128	145.20608656655332	406	0.02
141000	10.810409279664357	141999	145.0514851326739	145.20608656655332	409	0.02
142000	10.875825881958008	142999	151.6395526664991	151.6395526664991	411	0.02
143000	10.941678404808044	143999	152.62805185940854	152.62805185940854	414	0.02
144000	11.020436958471935	144999	157.24736891285755	157.24736891285755	417	0.02
145000	11.086111827691395	145999	160.40787978768802	160.40787978768802	421	0.02
146000	11.154648276170095	146999	163.34054973890596	163.34054973890596	424	0.02
147000	11.226027615865071	147999	162.76513877037917	163.34054973890596	426	0.02
148000	11.29366051753362	148999	161.7364362964	163.34054973890596	428	0.02
