Iteration	Time	Timesteps	TimestepsThisBatch	fps	MeanReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Episodes
86	8.492069141070049	443122	5991	513.4916683937629	-9.373705	41.24506	46.461655	-62.279526	748.875	322.99862132058706	3325
87	8.655032102266947	448537	5415	553.8246093511394	6.1735644	47.956375	65.16826	-74.272644	773.5714285714286	356.4823606707459	3332
88	8.841191840171813	454242	5705	510.7803880175598	-48.65277	98.55434	49.159443	-225.56735	950.8333333333334	107.70394091623987	3338
89	9.039619874954223	459612	5370	451.0607720513821	41.37074	34.302937	73.483215	-16.76787	895.0	232.55106965997814	3344
90	9.247021555900574	465606	5994	481.68983129188285	32.737408	18.950008	72.75978	18.258636	999.0	0.0	3350
91	9.431157946586609	470938	5332	482.6293148373146	35.97867	23.427742	78.03044	10.87714	888.6666666666666	246.71283351747678	3356
92	9.598224782943726	476725	5787	577.3310098113345	66.13864	54.7548	131.25793	-11.560333	723.375	356.42248017626497	3364
93	9.735662496089935	482453	5728	694.6519722384091	20.192324	48.509697	127.0206	-43.586956	477.3333333333333	369.56716424607976	3376
94	9.853005715211232	487904	5451	774.2514942416632	20.6957	56.598373	146.60751	-71.697815	454.25	385.7477856924997	3388
95	9.96019078095754	493082	5178	805.2109742919912	10.628989	34.221115	59.73281	-64.88751	304.5882352941176	322.5235164838699	3405
96	10.03306434949239	498248	5166	1181.6168252906152	-12.363871	39.95288	73.6842	-76.81141	206.64	163.73878709701012	3430
97	10.094305078188578	503310	5062	1377.7490065430136	11.698118	32.747646	74.55658	-46.406483	168.73333333333332	28.983826907815715	3460
98	10.224472947915395	509057	5747	735.8801425243033	3.1463363	58.148556	117.310135	-89.58258	410.5	373.1513959316169	3474
99	10.318174350261689	514142	5085	904.5306885524726	30.547367	44.48116	131.76651	-38.776535	242.14285714285714	246.8227213655845	3495
100	10.432748023668925	520075	5933	863.0860679201496	34.11003	50.591766	153.21375	-43.162163	329.6111111111111	301.16812190921036	3513
1	0.05340484778086344	5104	5104	1592.8629498399528	-194.21878	121.819115	-22.422737	-450.96094	96.30188679245283	23.723712288381453	53
2	0.10669886668523153	10171	5067	1584.8083552750254	-185.72087	119.34015	-2.0260925	-583.3738	93.83333333333333	21.506028439934212	107
3	0.16027493874231974	15271	5100	1586.7548721743628	-171.06279	94.909485	-0.89521027	-384.58847	94.44444444444444	19.48376975717526	161
4	0.2120834787686666	20295	5024	1616.4211446174995	-143.53423	91.93055	36.685898	-452.56006	89.71428571428571	23.196146759533057	217
5	0.26407922903696696	25327	5032	1613.1723917698905	-151.9719	83.09777	-45.182404	-465.97247	91.49090909090908	19.34929900282763	272
6	0.316644819577535	30345	5018	1591.240079952811	-133.16785	74.17095	38.178413	-372.23517	91.23636363636363	20.42900223288952	327
7	0.3683943510055542	35358	5013	1614.8050830997647	-135.15807	59.874496	-8.56897	-306.44153	91.14545454545454	20.030357126411154	382
8	0.43510140577952067	40417	5059	1264.118739914715	-124.331696	59.987034	93.69577	-268.8244	107.63829787234043	132.52770493684014	429
9	0.48637622594833374	45431	5014	1629.980530054622	-138.47182	70.160576	29.361912	-322.39014	89.53571428571429	16.78111639155568	485
10	0.5383537570635478	50490	5059	1622.3870107403034	-123.759445	50.715485	-46.907795	-315.8431	85.7457627118644	19.2922160647619	544
11	0.5884971777598064	55492	5002	1662.7867037986996	-119.61461	47.514786	24.338661	-261.341	87.75438596491227	16.93774017296347	601
12	0.6391141772270202	60502	5010	1649.8370487151685	-123.397125	34.943237	-52.76945	-230.23784	86.37931034482759	17.016044747082695	659
13	0.6900868773460388	65536	5034	1646.1967683777425	-113.71012	27.615736	-68.38594	-223.21066	83.9	15.773078329863198	719
14	0.7416293621063232	70644	5108	1651.9186819319561	-123.97518	52.653008	62.173645	-295.9665	85.13333333333334	15.70718165539431	779
15	0.7926608363787333	75654	5010	1636.4709047834472	-115.2177	46.363518	29.01797	-245.15631	87.89473684210526	19.51039687792785	836
16	0.8454942385355632	80754	5100	1609.0668203198284	-118.52844	46.34075	-20.666473	-291.13394	86.44067796610169	16.66954107167807	895
17	0.9116091728210449	85773	5019	1265.3989907566272	-109.826126	63.484	113.35554	-275.76947	114.06818181818181	136.56956231620455	939
18	0.9639444748560587	90843	5070	1614.801052177558	-117.11467	54.61258	-2.8265305	-283.21436	92.18181818181819	18.360125677021742	994
19	1.0166719436645508	95912	5069	1602.5118523799692	-104.99914	54.809803	41.181824	-300.37067	93.87037037037037	19.30941652483297	1048
20	1.0676783561706542	100963	5051	1650.6585128308536	-119.062386	74.16704	51.79146	-346.32166	93.53703703703704	19.970082218494824	1102
21	1.2275055130322774	106010	5047	526.3229389496387	-105.78085	58.327595	6.3918343	-321.1651	93.46296296296296	17.201112111939654	1156
22	1.2803148786226908	111013	5003	1579.1253440397868	-101.00423	63.02444	10.144659	-308.44025	100.06	21.894666017091925	1206
23	1.3348880410194397	116121	5108	1560.2053905486434	-102.93632	51.134495	-15.050304	-238.38443	106.41666666666667	25.26099870463469	1254
24	1.3893211483955383	121210	5089	1558.3704504967554	-98.71847	48.141777	1.318779	-276.261	106.02083333333333	23.688507747546183	1302
25	1.4446526686350505	126307	5097	1535.8292935471925	-123.77722	80.10092	14.912224	-270.6261	115.8409090909091	30.846351767354466	1346
26	1.5008696754773458	131373	5066	1502.1133422590563	-111.35647	77.561714	-4.9328613	-354.88858	126.65	29.735963075037606	1386
27	1.5582150181134542	136444	5071	1473.9843497603676	-111.38961	97.26164	-13.120346	-499.63025	130.02564102564102	57.28985553888236	1425
28	1.6160735011100769	141577	5133	1478.7538696178513	-106.59255	73.79063	16.926788	-249.31877	135.07894736842104	36.540807454382865	1463
29	1.6937937974929809	146601	5024	1077.4689056131233	-113.27436	103.18968	58.78591	-363.4463	193.23076923076923	180.80297557377577	1489
30	1.7553237040837606	151732	5131	1389.9914695071502	-100.576866	80.160324	34.892384	-282.41208	160.34375	50.20122594058336	1521
31	1.8584763685862222	156861	5129	828.7583823594223	-113.36883	106.868225	47.168457	-349.77463	233.13636363636363	245.71385713218714	1543
32	1.9609867016474405	162737	5876	955.4121380846541	-115.11034	115.65718	33.612762	-375.88083	226.0	191.25938890980973	1569
33	2.020934995015462	167767	5030	1398.587085149985	-86.92012	71.95302	30.338324	-304.88385	157.1875	54.144157983571965	1601
34	2.1539375742276508	173365	5598	701.5216360663959	-81.81222	104.198074	74.04462	-324.446	311.0	310.03816969313095	1619
35	2.304159152507782	179327	5962	661.4959414052846	-66.12583	106.58666	53.512848	-399.8007	313.7894736842105	299.387194984648	1638
36	2.365374739964803	184443	5116	1393.0604296233762	-84.92099	78.85384	42.702347	-336.96002	159.875	46.78858701649367	1670
37	2.4427271246910096	189532	5089	1096.5987957600892	-46.12751	43.377903	32.627106	-170.15639	181.75	160.17370593024492	1698
38	2.5032636364301046	194625	5093	1402.3347708164085	-39.86232	30.701986	27.473469	-109.60106	141.47222222222223	54.514262206789674	1734
39	2.5824883341789246	199741	5116	1076.354779159024	-30.153122	54.003517	109.54079	-196.34741	165.03225806451613	156.7937794748182	1765
40	2.6749386231104535	204759	5018	904.6906571327559	-34.234478	59.999973	67.50038	-227.3331	218.17391304347825	218.40083854232893	1788
41	3.140492308139801	209848	5089	182.18712930419903	-25.954214	37.485455	21.264748	-135.62703	242.33333333333334	248.72174801675047	1809
42	3.280934468905131	215230	5382	638.7283408963542	-12.4241905	80.52758	56.815033	-225.18214	489.27272727272725	387.99510093183835	1820
43	3.4082209348678587	220386	5156	675.1593533043151	-50.955254	85.04305	23.416672	-273.24078	368.2857142857143	331.69250574492474	1834
44	3.52107443412145	225748	5362	791.9353097801811	-49.3706	78.35518	51.9606	-201.23697	315.4117647058824	262.0164024554748	1851
45	3.6903870622316997	231159	5411	532.6658463976477	3.6532884	24.562346	40.11108	-35.238613	541.1	379.36511436873053	1861
46	3.8461883902549743	236406	5247	561.3164019883609	-36.044918	58.38731	28.23988	-151.66615	749.5714285714286	291.6606918727196	1868
47	4.0165967305501304	242228	5822	569.4381514667874	-18.00649	75.68245	44.830067	-218.84116	646.8888888888889	336.85817801972007	1877
48	4.18690771261851	247637	5409	529.347493853423	-42.236355	87.90398	39.36914	-209.7291	901.5	160.27034452241418	1883
49	4.347452402114868	253434	5797	601.8375656558649	-96.48962	114.69323	70.08325	-347.57675	527.0	276.19196222917134	1894
50	4.504023595650991	258720	5286	562.7086895890436	-45.591637	63.58932	31.87284	-149.06944	587.3333333333334	317.19289609531506	1903
51	4.671399585405985	264216	5496	547.2936129912313	-55.079662	77.028244	47.95558	-215.087	549.6	311.78620880340424	1913
52	4.8270019372304285	269580	5364	574.5653465403427	-45.70954	61.440132	60.50556	-168.51541	596.0	368.48820273592963	1922
53	5.027997330824534	275245	5665	469.7562818971195	-9.651792	61.16046	46.709015	-149.14581	809.2857142857143	313.27154550723213	1929
54	5.18884506225586	281137	5892	610.5420058252505	-42.18318	70.5423	56.45171	-198.67715	491.0	326.56750195531293	1941
55	5.335427705446879	286441	5304	603.0999868382047	-21.705694	67.576805	62.995457	-153.6749	482.1818181818182	352.5862417214258	1952
56	5.487930405139923	291987	5546	606.1389912882801	17.687902	57.110966	88.434265	-124.858	504.1818181818182	389.0596631464168	1963
57	5.655580528577169	297180	5193	516.2749881680675	50.385345	33.150536	109.79372	15.89912	865.5	298.5150749962219	1969
58	5.793358039855957	302624	5444	658.5821029583742	26.384935	29.0588	99.111015	-17.387947	453.6666666666667	386.35288992779067	1981
59	5.928592586517334	308007	5383	663.4385903751541	45.08673	38.88312	107.05719	-3.0917873	448.5833333333333	390.1831745760217	1993
60	6.086128703753153	313557	5550	587.1926972786954	63.006794	57.372173	137.92676	-16.123394	693.75	394.3665014932176	2001
61	6.747229047616323	319060	5503	138.73442097008953	11.655514	60.679966	103.73707	-221.06253	262.04761904761904	243.49684190588712	2022
62	6.908881028493245	324953	5893	607.6089706630748	29.062012	44.263496	98.80333	-36.63425	589.3	410.2896659678379	2032
63	7.055127298831939	330416	5463	622.6017005501892	63.913746	48.137066	138.29488	23.66232	780.4285714285714	345.74096709318474	2039
64	7.1981045484542845	335978	5562	648.3907214166767	-5.75026	85.781586	117.93482	-199.42964	505.6363636363636	383.8928052860762	2050
65	7.355382553736368	341560	5582	591.5460552639114	39.876686	63.883553	148.52597	-38.160767	697.75	389.1030551152227	2058
66	7.510102657477061	346769	5209	561.1375783656549	69.96691	54.509884	142.71497	-14.0466385	868.1666666666666	292.5522270562225	2064
67	7.643256310621897	351979	5210	652.1529619234204	-15.345537	88.58344	91.25258	-175.54568	578.8888888888889	352.1096560399092	2073
68	7.78648689587911	357264	5285	615.0049033878474	41.13505	60.965588	109.71847	-70.2363	755.0	317.3862000780752	2080
69	7.9450337012608845	363120	5856	615.6149695691986	20.752028	53.887085	104.3445	-48.571358	732.0	345.95230885195724	2088
70	8.096592124303182	368336	5216	573.6183686545462	56.567978	55.64554	123.87688	-27.925697	869.3333333333334	289.9434810824728	2094
71	8.247518825531007	373557	5221	576.5758572409496	87.774376	47.213646	171.66313	32.064903	870.1666666666666	288.08009110122293	2100
72	8.40614248116811	379178	5621	590.6265611894369	66.84016	52.299637	143.45493	-20.305664	803.0	311.55829539360917	2107
73	8.541663912932078	384405	5227	642.8575347577524	117.73818	34.103233	176.52936	63.542545	871.1666666666666	285.8440231237231	2113
74	8.671313738822937	389669	5264	676.730287403575	119.0991	52.964405	185.25092	12.773079	877.3333333333334	272.0549372624744	2119
75	8.815357132752736	395292	5623	650.6463970652762	96.25284	57.728268	176.67178	6.472313	702.875	382.35272900163795	2127
76	8.951700723171234	401275	5983	731.4002226448689	81.612816	82.95815	208.84598	-42.781803	598.3	348.064950835329	2137
77	9.093384416898092	407250	5975	702.8901920869284	69.43871	58.68235	152.81573	4.905365	597.5	402.4990062099533	2147
78	9.219143736362458	412701	5451	722.4467784467898	57.886337	52.341423	129.19621	-16.225212	605.6666666666666	352.80747031647604	2156
79	9.345737651983898	417922	5221	687.4049826237549	117.85085	47.256596	179.2527	45.41658	870.1666666666666	288.08009110122293	2162
80	9.458242428302764	423007	5085	753.3467709618793	84.35128	62.64496	175.59427	1.3294144	565.0	389.401535122238	2171
81	10.118109087149302	428742	5735	144.8534357555494	84.07355	70.93483	166.27577	-40.337738	716.875	364.34751182765064	2179
82	10.227378805478414	433907	5165	787.858745070605	109.64848	97.5107	270.4458	8.485245	516.5	320.4457052294507	2189
83	10.34626905520757	438942	5035	705.8740456781615	115.18067	105.36427	259.10718	-39.78012	629.375	252.25926023636873	2197
84	10.473139774799346	444258	5316	698.4397289804817	210.31268	73.49645	302.1672	56.050827	590.6666666666666	250.3402129547353	2206
85	10.611416113376617	449449	5191	625.7117850910821	118.160995	110.424095	249.45474	-16.301971	648.875	207.38999343025208	2214
86	10.748980633417766	455030	5581	676.2085650850593	143.24416	105.758995	230.81915	-84.01816	620.1111111111111	70.73180087005412	2223
87	10.89745923280716	460142	5112	573.8438259648591	82.36969	133.24168	223.6665	-103.101006	730.2857142857143	162.42511618388008	2230
88	11.052487854162852	465778	5636	605.9382924150444	117.78471	97.49059	254.87012	-26.160576	704.5	192.53181555265093	2238
89	11.194010917345683	471018	5240	617.1228052638429	121.7714	125.62166	230.67206	-154.73224	655.0	153.62535598005948	2246
90	11.327391195297242	476330	5312	663.8025275221548	163.82181	90.288086	219.52708	-72.31102	664.0	137.23064526555285	2254
91	11.47109530766805	481390	5060	586.880096063581	114.00518	141.74318	245.60135	-133.67966	722.8571428571429	145.91526755662838	2261
92	11.6371675213178	486816	5426	544.5581249199462	104.505684	97.882904	180.35295	-101.54419	775.1428571428571	106.06390064677124	2268
93	11.751509273052216	491961	5145	749.9860923916029	201.14217	63.010612	282.6324	43.618942	514.5	94.51587168301417	2278
94	11.867304277420043	497068	5107	735.1101691099517	151.20018	112.634674	257.28403	-74.127174	510.7	120.55874086933721	2288
95	11.982968084017436	502177	5109	736.2280454154189	165.73201	119.98568	275.24756	-71.043945	510.9	135.1964866407408	2298
96	12.085052327315013	507332	5155	841.6861551047846	161.84029	103.50881	245.71753	-53.638336	429.5833333333333	117.8427330055707	2310
97	12.169544390837352	512352	5020	990.3073604544857	149.36752	118.08576	296.30038	-22.01641	334.6666666666667	51.32597349837171	2325
98	12.257488755385081	517478	5126	971.5238396787013	212.3327	79.258804	270.43524	16.362099	341.73333333333335	61.566729832127855	2340
