Iteration	Time	Timesteps	MeanReturn	BestMeanReturn	Episodes	Exploration
138000	7.170505356788635	138999	-200.0	-200.0	694	0.02
139000	7.219950127601623	139999	-200.0	-200.0	699	0.02
140000	7.26985148191452	140999	-200.0	-200.0	704	0.02
141000	7.4404160658518474	141999	-200.0	-200.0	709	0.02
142000	7.491317224502564	142999	-200.0	-200.0	714	0.02
143000	7.541595276196798	143999	-199.72	-199.72	720	0.02
144000	7.591273987293244	144999	-199.72	-199.72	725	0.02
145000	7.640693179766337	145999	-199.72	-199.72	730	0.02
146000	7.691951930522919	146999	-199.72	-199.72	735	0.02
147000	7.742751908302307	147999	-199.72	-199.72	740	0.02
148000	7.794012558460236	148999	-199.72	-199.72	745	0.02
149000	7.8471813519795734	149999	-199.72	-199.72	750	0.02
